wiki_db,year,pagetitle,edits,desc_en,desc_ar,desc_de,desc_es,desc_fr,desc_ru,desc_zh,file_name,image_page,image_file,artist,license,licenseurl,daily_edits
eswiki,2008,2008,2952,year,سنة,Jahr,año,année,год,年份,File:Cinemaaustralia.jpg,https://commons.wikimedia.org/wiki/File:Cinemaaustralia.jpg,https://upload.wikimedia.org/wikipedia/commons/3/30/Cinemaaustralia.jpg,"Fernando de Sousa from Melbourne, Australia",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,47_50_50_68_22_16_14_31_20_18_19_7_8_2_6_8_2_7_5_9_6_13_10_6_1_13_23_22_8_16_8_7_5_30_38_10_10_32_7_8_11_13_8_7_7_4_10_9_7_13_11_17_4_22_5_14_0_7_3_13_19_17_14_5_4_7_22_7_11_4_3_18_16_10_8_9_8_11_9_4_14_17_13_27_13_10_11_0_8_6_16_5_7_5_10_9_6_10_3_24_3_9_4_4_15_9_7_7_11_13_8_6_8_7_3_7_3_1_5_7_2_9_4_10_7_9_6_10_4_12_6_22_10_11_4_3_11_3_3_14_1_4_5_17_14_19_7_12_9_17_6_0_17_12_2_7_12_21_4_8_6_4_4_4_14_7_10_6_7_36_18_15_7_3_1_26_11_24_3_5_1_27_3_3_1_1_1_1_0_2_9_3_1_2_0_0_2_4_5_0_2_3_1_7_1_1_2_5_5_4_2_8_3_7_3_3_2_2_16_6_4_2_1_2_4_0_0_0_4_3_1_26_6_4_2_2_1_1_3_3_4_9_3_3_11_0_8_0_1_1_1_3_7_8_15_0_4_2_6_5_0_12_6_1_3_2_3_14_3_4_5_0_14_1_3_1_6_1_7_4_9_2_4_2_11_8_25_5_13_5_8_5_2_7_0_2_1_5_5_15_4_5_16_9_4_4_3_6_2_14_5_5_4_15_7_0_16_3_4_2_6_3_0_2_17_9_11_9_2_5_0_7_4_0_5_11_10_2_2_10_5_11_12_0_3_12_11_4_8_11_8_9_5_4_9_4_7_4_3_3_3_2_6_10_15_18
zhwiki,2008,汶川大地震,2648,earthquake in China,زلزال في الصين,Erdbeben in der Volksrepublik China,terremoto en China,tremblement de terre en Chine,землетрясение в Китае,於中國發生的地震,"File:May12_2008_Sichuan,_China_earthquake_shake_map.jpg","https://commons.wikimedia.org/wiki/File:May12_2008_Sichuan,_China_earthquake_shake_map.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a1/May12_2008_Sichuan%2C_China_earthquake_shake_map.jpg,USGS,Public domain,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_467_400_271_137_117_98_160_155_106_164_69_46_33_39_38_26_21_10_21_17_9_2_15_8_11_4_5_4_37_31_6_8_5_3_4_0_2_3_5_2_0_1_0_5_2_2_1_3_1_1_1_0_0_0_3_0_3_3_0_0_0_0_0_0_0_2_0_0_1_0_0_0_0_1_0_0_2_1_0_3_0_7_0_3_0_2_1_1_0_0_0_2_0_0_0_1_0_0_0_0_1_1_0_0_0_0_0_0_0_2_0_9_5_1_1_2_0_0_0_0_0_0_0_0_2_3_0_0_0_1_0_0_2_1_1_3_0_0_0_0_0_1_1_0_0_0_2_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_2_2_0_0_4_0_0_1_0_4_0_0_0_0_1_0_1_0_0_2_1_0_0_0_0_1_1_0_0_1_0_0_0_0_1_0_0_0_0_3_0_0_0_0_0_0_0_0_0_0_0_1_0_0_6_0_0_0_0_0_0_1_0_0_1_0_0_0_0
arwiki,2008,عمان_(مدينة),1510,capital of Jordan,عاصمة الأردن,Hauptstadt von Jordanien,capital de Jordania,capitale de la Jordanie,столица Иордании,約旦首都,File:AMMAN_2.jpg,https://commons.wikimedia.org/wiki/File:AMMAN_2.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/AMMAN_2.jpg,"Freedom's Falcon, Hassan Bushnaq, David Bjorgen, yeowatzup",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_1_11_0_0_0_0_0_0_0_3_1_0_0_0_4_0_0_0_0_2_0_5_1_23_61_27_91_40_5_0_0_12_1_2_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_3_1_10_2_0_8_1_0_0_6_0_0_0_0_1_0_0_1_0_5_0_0_1_0_0_0_0_1_0_5_0_0_0_2_0_1_0_5_2_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_2_0_0_0_0_0_0_5_0_0_0_0_1_27_0_0_5_0_2_12_16_8_1_4_0_2_22_0_1_0_1_4_0_0_0_0_0_0_0_1_2_0_39_15_3_2_0_7_3_3_48_17_14_14_32_10_0_0_1_47_0_9_3_0_0_0_0_0_0_2_0_3_3_2_10_15_0_1_19_4_0_0_1_1_1_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_17_10_19_0_77_11_1_13_6_22_14_13_23_1_14_45_17_31_19_19_18_19_2_21_22_5_0_0_1_1_1_34_6_29_31_0_0_9_0_2_5_1_0_5_2_6_6_2_3_1_7_1_0_13_1_0_0_2_0_0_3_17_0_1_0_0_0_0_3_2_0_3_0_1_0_0_0_1_0_0_2_0_0_0_0_0_0_1_0_0_0_0_0_0_11_3_0_0_0_0_0_2_0_0_3_11_0_5_0_0_2_0_3_0_0_2_4_0_0_0_0_0_0_0_0_0_0_0
dewiki,2008,Liste_des_Impact-Wrestling-Rosters,3656,Wikipedia list article about Impact Wrestling personnel,قائمة ويكيبيديا حول مصارعي إمباكت ريسلينغ,Wikipedia-Liste der Belegschaft der Impact Wrestling,artículo de Wikipedia con la lista de personal de Impact Wrestling,article de la Liste du Personnel d'Impact Wrestling sur Wikipédia.,статья-список в Википедии о персонале Impact Wrestling,維基百科關於Impact Wrestling人員的列表文章,File:Ace_Austin_Alpha_1.jpg,https://commons.wikimedia.org/wiki/File:Ace_Austin_Alpha_1.jpg,https://upload.wikimedia.org/wikipedia/commons/3/33/Ace_Austin_Alpha_1.jpg,Tabercil,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,13_13_17_4_3_4_7_8_4_2_35_11_14_10_12_8_8_11_12_15_5_11_12_6_16_7_5_13_18_10_13_17_10_1_2_5_6_4_30_13_7_11_7_20_17_9_13_5_8_25_5_4_6_3_12_2_0_27_9_16_9_7_8_14_6_7_15_20_8_10_5_16_6_8_2_10_2_6_12_8_31_19_4_0_3_14_8_21_11_9_7_8_0_4_9_23_15_5_28_10_4_8_10_8_25_32_9_5_19_11_17_6_13_9_2_14_18_16_2_12_15_5_24_37_16_5_8_13_11_12_18_10_14_12_4_0_30_5_15_5_15_6_3_9_8_9_12_13_4_5_29_14_10_18_10_11_13_11_10_22_27_20_2_24_20_14_18_15_8_7_19_21_1_8_11_11_18_16_14_1_9_3_20_0_4_12_6_55_8_23_15_9_11_3_4_14_8_6_4_11_13_20_7_5_21_18_18_6_33_30_27_8_13_28_21_15_5_9_16_17_26_9_4_6_26_15_10_23_24_17_64_24_21_33_41_25_12_11_7_4_6_5_5_5_1_3_8_10_4_5_6_6_3_7_2_3_1_2_18_2_3_4_8_15_2_7_0_2_3_20_6_2_2_0_0_3_7_1_3_1_2_1_3_2_3_2_3_7_1_0_9_5_3_0_1_2_9_11_4_1_1_17_7_3_16_9_13_14_4_3_4_7_8_2_10_2_1_2_8_0_3_1_6_13_36_8_2_5_4_3_0_7_7_6_5_15_2_4_23_14_14_2_33_19_0_0_0_0_0_0_0_0_0_0_0_0_9_6_2_6_2_0_6_3_5_2
ruwiki,2009,История_лакцев,3355,history of Lakia,تاريخ لاكيا,Geschichte einer historischen Region der russischen Teilrepublik Dagestan,historia de Lakia,histoire de Lakia,история Лакии,有關拉基亞(Lakia)的歷史,File:Карта_Новостроя_(Дагестан).png,https://commons.wikimedia.org/wiki/File:%D0%9A%D0%B0%D1%80%D1%82%D0%B0_%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D1%80%D0%BE%D1%8F_(%D0%94%D0%B0%D0%B3%D0%B5%D1%81%D1%82%D0%B0%D0%BD).png,https://upload.wikimedia.org/wikipedia/commons/b/bc/%D0%9A%D0%B0%D1%80%D1%82%D0%B0_%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D1%80%D0%BE%D1%8F_%28%D0%94%D0%B0%D0%B3%D0%B5%D1%81%D1%82%D0%B0%D0%BD%29.png,Дагиров Умар,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,0_0_0_0_0_0_0_0_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_2_0_0_0_0_0_0_0_3_0_0_1_0_0_4_0_0_0_0_0_0_13_0_3_0_2_0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_3_2_0_1_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_5_12_2_0_17_21_5_4_0_1_10_7_8_2_2_2_0_0_0_0_0_0_1_0_0_5_10_8_3_6_5_3_0_0_1_1_0_0_0_1_4_0_7_10_30_17_10_25_22_2_13_30_25_14_34_20_13_0_1_15_22_21_31_10_1_0_26_16_21_21_24_24_13_38_24_20_21_8_8_24_9_13_20_33_24_36_35_47_24_9_54_8_26_12_17_36_5_15_31_18_25_18_7_34_13_15_48_37_17_25_19_43_23_0_0_27_36_7_45_16_9_11_0_1_14_27_3_3_0_4_23_22_2_38_3_0_13_29_17_15_16_12_9_20_10_11_20_6_12_12_17_13_12_10_20_10_19_16_16_27_8_9_5_8_0_28_27_25_7_3_21_22_4_6_10_7_17_19_12_16_33_4_15_11_9_6_1_5_13_6_10_2_16_16_8_19_5_13_14_18_16_18_13_10_20_10_10_8_36_10_20_21_7_9_12_11_17_7_14_21_37_12_24_23_5_7_10_28_13_24_15_9_5_0_21_15_45_19_0_0_1_0_10_8_0
enwiki,2009,Gaza_War_(2008–09),10490,December 2008-January 2009 armed conflict in the Gaza Strip,نزاع مسلح في قطاع غزة من ديسمبر 2008 حتى يناير 2009,militärische Operationen Israels im Gazastreifen 2008/2009,conflicto armado en la Franja de Gaza entre diciembre de 2008 y enero de 2009,conflit armé de décembre 2008-janvier 2009 dans la bande de Gaza,вооруженный конфликт в секторе Газа в декабре 2008 - январе 2009,2008 年 12 月至 2009 年 1 月加沙地帶的武裝衝突,File:Gaza_Strip_map2.svg,https://commons.wikimedia.org/wiki/File:Gaza_Strip_map2.svg,https://upload.wikimedia.org/wikipedia/commons/9/93/Gaza_Strip_map2.svg,"Gringer (talk) 14:01, 8 January 2009 (UTC)",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,196_235_397_493_432_345_284_371_351_194_291_211_285_423_378_248_124_236_88_101_120_90_117_71_107_65_72_69_54_24_42_60_85_95_51_27_51_31_64_31_23_50_57_49_53_63_58_26_45_68_62_24_29_30_21_78_31_29_9_22_29_29_27_6_25_41_47_38_8_11_9_3_24_6_11_4_16_32_51_16_9_8_26_20_39_62_29_15_6_32_2_2_3_2_15_8_18_5_2_19_1_3_6_7_9_4_8_5_4_3_5_22_14_1_10_24_40_14_8_20_6_15_20_15_13_15_23_14_12_30_6_0_13_10_11_8_4_9_5_6_16_5_31_15_7_3_6_8_7_4_20_30_8_10_15_17_0_4_3_2_21_7_14_5_2_4_6_4_1_0_9_13_2_8_4_6_1_1_1_0_0_5_4_10_12_17_13_12_13_9_2_4_5_8_9_13_4_6_4_15_14_1_32_25_16_8_2_7_1_0_3_6_0_6_1_10_1_13_6_2_16_10_9_4_3_10_1_1_2_0_8_29_4_10_18_1_0_2_8_2_1_8_4_7_14_3_3_3_19_12_12_7_0_8_6_1_9_24_22_23_10_18_3_22_30_12_8_6_10_18_9_8_17_14_14_9_16_16_24_26_8_0_0_0_1_0_0_18_1_22_7_34_12_12_4_2_0_3_3_0_21_39_12_4_29_18_24_23_10_6_5_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
frwiki,2009,Châlus,3014,"commune in Haute-Vienne, France",بلدية في هوت فيين بفرنسا,französische Gemeinde,"comuna en Haute-Vienne, Francia","commune de Haute-Vienne, France","коммуна в Верхней Вьенне, Франция",法國利穆贊大區上維埃納省的一個市鎮,File:Châlus_château_(1).JPG,https://commons.wikimedia.org/wiki/File:Ch%C3%A2lus_ch%C3%A2teau_(1).JPG,https://upload.wikimedia.org/wikipedia/commons/7/72/Ch%C3%A2lus_ch%C3%A2teau_%281%29.JPG,Père Igor,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,14_12_20_23_0_0_0_0_0_48_35_19_37_24_32_10_49_16_8_21_31_10_10_81_110_8_31_3_5_3_23_18_11_0_0_0_0_4_0_3_1_2_3_2_10_39_25_27_54_64_65_18_17_5_19_29_6_0_8_28_1_1_9_3_0_6_0_2_0_0_1_0_3_0_10_11_29_17_20_6_2_5_5_6_3_11_9_1_1_15_12_6_11_14_1_0_0_0_0_1_5_3_1_2_2_0_0_3_2_2_1_0_2_2_2_6_0_1_0_3_4_9_47_3_4_0_0_16_2_0_1_2_5_1_4_5_0_0_2_5_1_2_2_0_1_3_6_0_2_14_11_16_4_0_3_0_7_74_13_17_17_24_1_38_23_37_45_19_0_1_0_13_8_0_4_5_19_15_1_2_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_3_0_0_0_0_1_0_1_1_0_0_0_1_0_0_1_3_8_3_0_1_0_0_0_0_0_6_0_0_0_0_0_2_22_7_26_37_60_22_33_70_21_36_18_20_24_30_21_15_20_11_18_36_21_1_2_6_7_9_11_0_7_26_15_4_11_2_5_4_0_1_0_2_0_1_1_0_0_0_11_2_15_14_5_16_31_7_1_0_0_0_1_2_0_0_0_20_15_15_2_7_26_5_6_0_0_0_0_0_0_0_0_8_0_3_5_35_4_0_0_0_10_9_35_8_2_2_2_0_0_17_6_0_3_3_0_0_0_0_0_0_0_0_0_0_3_0_0_0_0_0_2_0_0_0_0_0_0_3_1_0_1_0
eswiki,2009,Isla_del_drama,4167,television series,مسلسل تلفزيوني,kanadische Fernsehserie (2007–2009),serie de televisión,série télévisée,телесериал,電視連續劇系列,,,,,,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_5_3_6_0_0_0_1_1_0_0_0_3_1_9_27_20_20_17_9_18_18_20_53_6_10_25_7_15_125_14_19_9_15_20_19_45_31_13_43_32_38_43_37_53_6_21_29_24_28_27_34_49_34_46_23_51_44_34_25_40_51_21_56_85_14_0_2_1_4_4_10_4_0_0_0_0_2_13_0_15_0_2_0_0_6_0_2_1_4_0_4_9_3_3_2_19_26_68_94_34_20_21_33_17_39_51_93_44_49_26_25_32_57_57_8_32_22_31_45_50_18_17_11_9_2_4_6_1_0_0_2_0_6_13_2_0_1_1_4_4_2_0_0_2_0_0_2_9_4_1_1_0_23_28_51_23_33_75_22_4_4_2_2_1_0_0_1_3_9_2_0_1_3_0_5_0_1_0_0_2_0_0_0_2_0_0_0_0_0_1_4_19_6_9_6_23_14_48_15_3_40_17_5_7_2_16_3_7_14_10_3_74_5_14_13_9_8_9_9_10_8_10_10_2_38_20_16_9_28_5_2_12_14_14_5_21_3_12_7_10_29_24_28_9_12_3_13_7_30_6_6_7_13_18_5_13_14_4_12_11_6_27_3_5_4_8_15_3_6_4_1_4_2_7_9_8_6_1_6_2_0_0_5_1_0_0_0_0_0_3_1_1_0_1
zhwiki,2009,守護甜心！,2104,manga,مانغا,Manga-Reihe,manga,manga,манга,漫畫,,,,,,,0_1_3_0_0_2_0_1_1_0_12_0_3_0_0_3_3_3_1_0_2_0_2_1_3_2_5_2_2_4_1_4_3_8_5_2_2_4_7_2_0_2_1_5_0_2_1_4_1_5_0_5_3_1_11_2_3_4_4_9_2_4_3_4_10_6_13_10_5_8_3_9_5_12_1_11_0_5_4_7_9_8_12_11_7_6_3_5_1_1_2_3_9_8_3_8_9_0_3_5_5_7_6_9_5_6_12_17_4_0_4_1_0_2_14_7_3_3_3_1_4_3_7_7_3_2_1_6_16_1_0_0_1_1_3_7_4_4_0_5_4_27_16_12_6_17_14_13_16_13_21_6_5_8_5_19_8_11_10_2_10_4_12_18_19_4_11_7_6_20_2_15_14_1_17_7_19_26_15_14_12_10_17_14_14_19_12_20_11_40_23_10_20_31_12_7_18_15_23_17_19_10_19_5_4_10_5_5_5_15_6_11_13_4_11_3_4_4_5_11_6_2_0_2_9_4_9_4_4_10_5_0_8_13_4_6_2_0_0_0_0_0_0_0_0_0_0_0_0_0_4_1_6_0_4_9_12_7_10_5_7_5_8_1_2_0_3_0_17_16_3_13_12_22_0_19_8_0_3_1_2_13_9_3_5_0_3_4_3_3_6_5_2_0_0_10_10_1_3_1_4_1_2_10_5_6_5_0_0_5_3_1_1_0_0_0_0_1_5_3_3_5_1_2_2_10_3_2_0_1_0_4_7_1_6_4_0_0_0_6_6_1_0_1_0_3_0_5_4_1_5_0_2_4_3_6_3_4_0_5_3_0_3_3_0
arwiki,2009,العراق,1283,sovereign state in Western Asia,دولة ذات سيادة في غرب آسيا,Staat in Westasien,Estado soberano en Asia Occidental,État souverain d'Asie occidentale,суверенное государство в Западной Азии,位於西亞的主權國家,File:Flag_of_Iraq.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Iraq.svg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,"Unknown, published by Iraqi government, vectorized by User:Militaryace based on the work of User:Hoshie",Public domain,,3_0_0_2_0_4_0_0_4_2_0_5_2_2_2_2_0_1_1_0_2_2_0_1_1_0_3_0_1_8_11_1_2_1_2_0_0_0_0_0_0_1_0_0_6_0_2_1_3_0_0_1_0_0_0_0_0_0_0_0_0_0_1_2_1_0_2_1_0_2_0_0_0_0_0_1_5_0_1_0_0_0_0_0_0_1_5_0_0_0_0_0_0_0_0_2_0_0_0_2_0_0_0_4_3_0_8_0_0_0_1_3_2_3_1_0_3_0_4_0_1_0_0_0_0_0_2_0_4_0_0_0_0_3_0_1_0_0_0_3_0_0_0_0_0_0_0_0_0_0_2_1_1_3_0_3_3_0_0_1_6_0_0_0_2_0_3_0_2_3_0_3_3_0_2_0_0_3_1_3_4_0_0_11_8_36_21_24_51_11_32_2_15_6_18_6_27_5_4_2_2_7_4_13_24_33_44_46_12_0_4_6_19_21_43_9_19_19_22_2_5_16_1_5_19_2_1_1_4_3_2_0_5_0_24_0_1_1_1_0_3_0_0_0_1_9_2_0_4_0_0_1_7_0_1_3_19_6_1_0_9_15_7_5_0_9_12_5_0_4_0_1_0_0_1_0_0_1_0_0_3_6_4_3_0_1_0_0_0_0_3_0_0_3_0_1_0_4_1_10_0_6_2_6_1_0_4_2_3_0_6_2_0_2_1_10_3_1_0_2_0_2_2_2_9_1_2_0_1_3_6_5_3_5_0_9_4_2_0_6_0_1_3_4_7_0_5_0_10_0_0_2_0_4_2_0_0_12_4_6_2_0_7_5_12
dewiki,2009,Nekrolog_2009,2111,Wikipedia list article about people who died in 2009,قائمة ويكيبيديا للأشخاص الذين توفوا في عام 2009,Wikipedia-Liste von im Jahr 2009 verstorbenen Personen,artículo de Wikipedia con la lista de personas que fallecieron en 2009,Article de la liste des personnes décédées en 2009 sur Wikipédia,"статья-список в Википедии о людях, умерших в 2009 году",維基百科關於 2009 年逝世者的列表文章,,,,,,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_8_8_14_5_4_10_5_8_7_6_9_11_14_15_8_7_7_7_12_11_13_4_11_10_10_14_18_18_31_16_9_9_18_14_9_8_10_19_10_12_23_4_3_9_16_13_11_23_9_7_8_9_21_7_7_12_17_13_10_5_18_9_7_11_20_9_5_4_9_12_18_17_21_22_15_16_6_17_17_20_20_14_24_14_4_16_19_12_9_8_10_9_16_18_9_7_9_3_15_11_13_23_18_11_8_2_18_16_13_14_15_4_11_13_17_3_14_23_13_12_13_16_10_9_14_14_9_19_12_5_7_21_8_7_19_7_5_14_7_10_15_11_12_5_2_5_12_9_7_12_10_13_13_14_7_8_15_10_15_7_17_5_14_9_20_15_12_14_12_6_9_14_13_11_7_5_7_24_12_10
ruwiki,2010,Хлебопечка,2869,type of home appliance for baking bread,نوع من الأجهزة المنزلية لخبز الخبز,"elektrisches Küchengerät, das teilautomatisch Brot herstellen kann",tipo de electrodoméstico para hornear pan,type d'appareil électroménager pour la cuisson du pain,тип бытового прибора для выпечки хлеба,可用於烤麵包的家用電器類型,File:Making_bread_in_bread_machine.jpg,https://commons.wikimedia.org/wiki/File:Making_bread_in_bread_machine.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Making_bread_in_bread_machine.jpg,"edvvc from London, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,0_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_13_17_2_0_18_1_2_0_0_0_1_0_1_0_0_0_0_0_1_0_1_0_0_0_0_2_0_2_158_110_19_22_50_106_156_165_103_44_156_133_107_29_38_60_30_46_17_40_13_75_32_28_30_72_24_37_0_39_28_62_62_35_48_7_8_24_41_31_10_46_17_0_32_7_0_0_0_0_0_1_0_3_1_43_38_52_12_1_0_0_0_17_0_12_0_10_0_0_0_0_0_0_0_0_0_3_25_13_0_0_0_0_5_0_0_0_0_0_0_0_0_0_4_20_2_0_24_7_23_6_1_3_12_0_5_0_0_8_6_2_0_0_0_5_2_1_0_1_0_0_0_1_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_4_0_0_28_0_0_1_0_0_1_0_0_0_2_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_1_0
enwiki,2010,Miss_Universe_2010,6109,59th Miss Universe pageant,ملكة جمال الكون التاسعة والخمسون,59. Ausgabe des Schönheitswettbewerbs Miss Universe,Quincuagésimo Qunto certamen de belleza Miss Universo,59ème concours de Miss Univers,59-й конкурс Мисс Вселенная,第59屆環球小姐選美大賽,File:Ximena_Navarrete_-_Miss_Universe_2010.jpg,https://commons.wikimedia.org/wiki/File:Ximena_Navarrete_-_Miss_Universe_2010.jpg,https://upload.wikimedia.org/wikipedia/commons/0/06/Ximena_Navarrete_-_Miss_Universe_2010.jpg,Abhisit Vejjajiva,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,8_8_7_4_5_9_9_10_1_17_7_12_5_5_6_7_20_11_15_6_2_4_8_16_2_3_13_12_5_3_5_7_7_13_7_12_4_11_10_9_3_13_6_2_1_4_6_9_4_0_3_2_4_4_2_11_14_13_16_12_26_13_5_3_23_46_29_23_6_9_31_7_13_27_23_17_5_13_25_40_26_18_7_16_17_28_19_25_14_66_41_28_15_22_33_26_15_25_20_35_18_8_16_0_0_1_0_22_26_14_24_49_21_44_35_22_32_29_26_9_27_6_30_38_22_36_27_28_51_34_42_22_27_51_57_89_76_33_28_56_71_66_93_37_21_36_24_67_45_38_38_52_14_38_32_17_85_26_34_29_26_40_24_47_41_40_35_49_32_20_31_15_12_24_18_14_32_28_17_45_33_43_35_27_101_65_51_42_26_103_96_135_103_67_131_54_41_34_10_6_16_7_15_4_6_13_3_4_2_2_3_30_14_10_32_53_29_8_16_15_14_23_17_7_17_12_3_0_2_4_15_10_3_3_3_134_10_42_17_4_38_4_1_1_0_26_22_14_1_12_13_9_10_4_3_1_0_4_12_4_41_24_16_0_12_3_6_13_6_9_0_3_9_14_0_7_0_0_0_0_0_1_0_5_0_3_4_4_0_0_2_0_5_0_1_0_4_2_9_0_0_3_15_0_0_2_0_3_0_0_15_4_4_5_1_0_0_1_4_1_0_7_3_0_0_0_0_2_1_0_2_7_0_0_0_0_1_4_0_0_0_8_0_0_0_1_2_2_7_6_0_4_0_4_1_3_1_0_10_1_1_4_6_0_1
frwiki,2010,Alfred_Hitchcock,3248,British film director and producer (1899-1980),مخرج ومنتج سينمائي بريطاني (1899-1980),britischer Regisseur und Produzent,productor y director de cine británico (1899 - 1960),Réalisateur et producteur britannique (1899-1980),британский кинорежиссер и продюсер (1899-1980),英國電影導演和製片人（1899-1980）,"File:Hitchcock,_Alfred_02.jpg","https://commons.wikimedia.org/wiki/File:Hitchcock,_Alfred_02.jpg",https://upload.wikimedia.org/wikipedia/commons/9/94/Hitchcock%2C_Alfred_02.jpg,Studio publicity still,Public domain,,0_1_1_0_1_0_3_0_0_0_0_1_8_0_1_0_1_2_0_0_2_3_0_0_1_4_0_0_0_1_0_0_0_0_0_1_0_2_0_0_0_0_0_0_0_0_1_1_0_1_1_0_0_0_0_0_1_0_2_0_2_2_0_0_0_2_2_0_1_1_0_1_0_0_0_4_0_2_0_54_136_6_76_78_33_164_102_68_81_93_30_33_97_126_79_45_15_16_43_77_133_68_112_44_33_20_32_88_39_49_0_21_36_29_5_0_10_20_9_35_19_0_4_13_45_0_18_112_131_76_92_88_58_11_38_52_24_5_0_1_1_0_7_2_2_1_0_0_0_0_1_0_0_0_0_125_0_66_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_1_0_0_0_0_4_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_2_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_0_0_0_0_1_0_0_0_0_0_0_0_2_0_0_0_0_0_3_0_0_1_0_0_0_0_0_0_0_0_0_0_4_2_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_2_2_1_0_1_0_0_0_0_2_1_1_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_1
